character,dialogue
FLEET,Cal stands at the open safe. He stares at the drawing of Rose and his face
FLEET,"clenches with fury. He reads the not again: ""DARLING, NOW YOU CAN KEEP US"
FLEET,"Lovejoy, standing behind him, looks over his shoulder at the drawing. Cal"
FLEET,"crumples Rose's not, then takes the drawing in both hands as if to rip it"
FLEET,"in half. He tenses to do it, then stops himself."
CAL,I have a better idea.
CAL,The two stewards enter. They have electric torches and play the beams
CAL,around the hold. They spot the Renault with its fogged up rear window and
CAL,approach it slowly.
CAL,"FROM INSIDE we see the torch light up Rose's passionate handprint, still"
CAL,there on the fogged up glass. One steward whips open the door.
STEWARD,Got yer!
STEWARD,REVERSE: the back seat is empty.
STEWARD,"Rose and Jack, fully dressed, come through a crew door onto the deck. They"
STEWARD,"can barely stand, they are laughing so hard."
STEWARD,"UP ABOVE THEM, IN THE CROW'S NEST, lookout Fleet hears the disturbance"
STEWARD,"below and looks around and back down to the well deck, where he can see two"
STEWARD,figures embracing.
STEWARD,Jack and Rose stand in each others arms. Their breath clouds around them in
STEWARD,"the now freezing air, but they don't even feel the cold."
ROSE,"When this ship docks, I'm getting off with you."
JACK,This is crazy.
ROSE,I know. It doesn't make any sense. That's why I trust it.
ROSE,Jack pulls her to him and kisses her fiercely.
ROSE,130 IN THE CROW'S NEST Fleet nudges Lee.
FLEET,"Cor... look at that, would ya."
LEE,They're a bloody sight warmer than we are.
FLEET,"Well if that's what it takes for us two to get warm, I'd rather not, if"
FLEET,it's all the same.
FLEET,They both have a good laugh at that one. It is Fleet whose expression falls
FLEET,"first. Glancing forward again, he does a double take. The color drains out"
FLEET,of his face.
FLEET,"FLEET'S POV: a massive iceberg right in their path, 500 yards out."
FLEET,Bugger me!!
FLEET,"Fleet reaches past Lee and rings the lookout bell three times, then grabs"
FLEET,"the telephone, calling the bridge. He waits precious seconds for it to be"
FLEET,"picket up, never taking his eyes off the black mass ahead."
FLEET,"Pick up, ya bastard."
FLEET,"Inside the enclosed wheelhous, SIXTH OFFICER MOODY walks unhurriedly to the"
FLEET,"telephone, picking it up."
FLEET (V.O.),Is someone there?
MOODY,Yes. What do you see?
FLEET,Iceberg right ahead!
MOODY,Thankyou.
MOODY,Iceberg right ahead!
MOODY,Murdoch sees it and rushes to the engine room telegraph. While signaling
MOODY,"""FULL SPEED ASTERN"" he yells to Quartermaster Hitchins, who is at the"
MOODY,wheel.
MURDOCH,Hard a' starboard.
MOODY,"Hard'a starboard. The helm is hard over, sir."
MOODY,132 CHIEF ENGINEER BELL is just checking the soup he has warming on a steam
MOODY,"manifold when the engine telegraph clangs, then goes... incredibly... to"
MOODY,"FULL SPEED ASTERN. He and the other ENGINEERS just stare at it a second,"
MOODY,unbelieving. Then Bell reacts.
BELL,Full astern! FULL ASTERN!!
BELL,The engineers and greasers like madmen to close steam valves and start
BELL,"braking the mighty propeller shafts, big as Sequias, to a stop."
BELL,"133 IN BOILER ROOM SIX, Leading Stoker FREDERICK BARRETT is standing with"
BELL,"2nd Engineer JAMES HESKETH when the red warning light and ""STOP"" indicator"
BELL,come on.
BARRETT,Shut all dampers! Shut 'em!!
BARRETT,134 FROM THE BRIDGE Murdoch watches the burg growing... straight ahead. The
BARRETT,bow finally starts to come left (since the ship turns the reverse of the
BARRETT,helm setting).
BARRETT,MURDOCH'S jaw clenches as the bow turns with agonizing slowness. He holds
BARRETT,his breath as the horrible physics play out.
BARRETT,135 IN THE CROW'S NEST Frederick Fleet braces himself.
BARRETT,136 THE BOW OF THE SHIP thunders right at CAMERA and--
BARRETT,KRUUUNCH!! The ship hits the berg on its starboard bow.
BARRETT,137 UNDERWATER we see the ice smashing in the steel hull plates. The
BARRETT,iceberg bumps and scrapes along the side of the ship. Rivets pop as the
BARRETT,steel plate of the hull flexes under the load.
BARRETT,138 IN #2 HOLD the two stewards stagger as the hull buckles in four feet
BARRETT,with a sound like THUNDER. Like a sledgehammer beating along outside the
BARRETT,"ship, the berg splits the hull plates and the sea pour in, sweeping them"
BARRETT,off their feert. The icy water swirls around the Renault as the men
BARRETT,scramble for the stairs.
BARRETT,139 ON G-DECK forward Fabrizio is tossed in his bunk by the impact. He
BARRETT,hears a sound like the greatly amplified squeal of a skate on ice.
BARRETT,140 IN BOILER ROOM SIX Barret and Hesketh stagger as they hear the ROLLING
BARRETT,THUNDER of the collision. They see the starboard side of the ship buckle in
BARRETT,toward them and are almost swept off their feet by a rush of water coming
BARRETT,in about two feet above the floor.
BARRETT,141 ON THE FORWARD WELL DECK Jack and Rose break their kiss and look up in
BARRETT,"astonishment as the berg sails past, blocking out the sky like a mountain."
BARRETT,"Fragments break off it and crash down onto the deck, and they have to jump"
BARRETT,back to avoid flying chunks of ice.
BARRETT,142 ON THE BRIDGE Murdoch rings the watertight door alarm. He quicky throws
BARRETT,the switch that closes them.
MURDOCH,Hard a 'port!
MURDOCH,"Judging the berg to be amidships, he is trying to clear the stern."
MURDOCH,143 BARRETT AND HESKETH hear the DOOR ALARM and scramble through the
MURDOCH,swirling water to the watertight door between Boiler Rooms 6 and 5. The
MURDOCH,room is full of water vapor as the cold sea strikes the red hot furnaces.
MURDOCH,Barrett yells to the stokers scrambling through the door as it comes down
MURDOCH,like a slow guillotine.
BARRETT,Go Lads! Go! Go!
BARRETT,He dives through into Boiler Room 5 just before the door rumbles down with
BARRETT,a CLANG.
BARRETT,144 JACK AND ROSE rush to the starboard rail in time to see the berg moving
BARRETT,aft down the side of the ship.
BARRETT,"145 In his stateroom, surrounded by piles of plans while making notes in"
BARRETT,"his ever-present book, Andrews looks up at the sound of a cut-crystal light"
BARRETT,fixture tinkling like a windchime.
BARRETT,He feels the shudder run through the ship. And we see it in his face. Too
BARRETT,much of his soul is in this great ship for him not to feel its mortal
BARRETT,wound.
BARRETT,146 IN THE FIRST CLASS SMOKING ROOM Gracie watches his highball vibrating
BARRETT,on the table.
BARRETT,"147 IN THE PALM COURT, with its high arched windows, Molly Brown holds up"
BARRETT,her drink to a passing waiter.
MOLLY,"Hey, can I get some ice here, please?"
MOLLY,"Silently, a moving wall of ice fills the window behind her. She doesn't see"
MOLLY,it. It disappears astern.
MOLLY,149 IN THE CROW'S NEST Fleet turns to his Lee...
FLEET,"Oy, mate... that was a close shave."
LEE,"Smell ice, can you? Bleedin' Christ!"
LEE,"CLOSE ON MURDOCH. The alarm bells still clatter mindlessly, seeming to"
LEE,"reflect his inner state. He is in shock, unable to get a grip on what just"
LEE,happened. He just ran the biggest ship in history into an iceberg on its
LEE,maiden voyage.
MURDOCH,Note the time. Enter it in the log.
MURDOCH,"Captain Smith rushes out of his cabin onto the bridge, tucking in his"
MURDOCH,shirt.
SMITH,"What was that, Mr. Murdoch?"
MURDOCH,"An iceberg, sir. I put her hard a' starboard and run the engines full"
MURDOCH,"astern, but it was too close. I tried to port around it, but she hi... and"
SMITH,Close the emergency doors.
MURDOCH,The doors are closed.
MURDOCH,"Together they rush out onto the starboard wing, and Murdoch points. Smith"
MURDOCH,"looks into the darkness aft, then wheels around to FOURTH OFFICER BOHALL."
SMITH,Find the Carpenter and get him to sound the ship.
SMITH,"In steerage, Fabrizio comes out into the hall to see what's going on. He"
SMITH,"sees dozens of rats running toward him in the corridor, fleeing the"
SMITH,flooding bow. Fabrizio jumps aside as the rats run by.
FABRIZIO,Ma-- che cazzo!
FABRIZIO,152 IN HIS STATEROOM Tommy gets out of his top bunk in the dark and drops
FABRIZIO,down to the floor. SPLASH!!
TOMMMY,Cor!! What in hell--?!
TOMMMY,"He naps on the light. The floor is covered with 3 inches of freezing water,"
TOMMMY,"and more coming in. He pulls the door open, and steps out into the"
TOMMMY,"corridor, which is flooded. Fabrizio is running toward him, yelling"
TOMMMY,"something in Italian. Tommy and Fabrizio start pounding on doors, getting"
TOMMMY,everybody up and out. The alarm spreads in several languages.
TOMMMY,A couple of people have come out into the corridor in robes and slippers. A
TOMMMY,"STeWARD hurries along, reassuring them."
WOMAN,Why have the engines stopped? I felt a shudder?
WOMAN,"I shouldn't worry, m'am. We've likely thrown a propeller blade, that's the"
WOMAN,shudder you felt. May I bring you anything?
WOMAN,"THOMAS ANDREWS brushes past them, walking fast and carrying an armload of"
WOMAN,rolled up ship's plans.
WOMAN,"Jack and Rose are leaning over the starboard rail, looking at the hull of"
WOMAN,the ship.
JACK,Looks okay. I don't see anything.
ROSE,Could it have damaged the ship?
JACK,It didn't seem like much of a bump. I'm sure we're okay.
JACK,"Behind them a couple of steerage guys are kicking the ice around the deck,"
JACK,laughing.
JACK,"Fabrizio and Tommy are in a crowd of steerage men clogging the corridors,"
JACK,heading aft away from the flooding. Many of them have grabbed suitcases and
JACK,"duffel bags, some of which are soaked."
TOMMY,"If this is the direction the rats were runnin', it's good enough for me."
TOMMY,"Bruce Ismay, dressed in pajamas under the topcoat, hurries down the"
TOMMY,"corridor, headed for the bridge. An officious steward named BARNES comes"
TOMMY,"along the other direction, getting the few concerned passengers back into"
TOMMY,their rooms.
STEWARD BARNES,"There's no cause for alarm. Please, go back to your rooms."
STEWARD BARNES,He is stopped in his tracks by Cal and Lovejoy.
STEWARD BARNES,"Please, sir. There's no emergency--"
CAL,"Yes there is, I have been robbed. Now get the Master at Arms. Now you"
CAL,moron!
CAL,C.U. CAPTAIN SMITH studying the commutator.
CAL,"He turns to Andrews, standing behind him."
SMITH,A five degree list in less than ten minutes.
SMITH,"SHIP'S CARPENTER JOHN HUTCHINSON enters behind him, out of breath and"
SMITH,clearly unnerved.
HUTCHINSON,"She's making water fast... in the forepeak tank and the forward holds, in"
HUTCHINSON,boiler room six.
HUTCHINSON,"ISMAY enters, his movements quick with anger and frustration. Smith glances"
HUTCHINSON,at him with annoyance.
ISMAY,Why have we stopped?
SMITH,We've struck ice.
ISMAY,"Well, do you think the ship is seriously damaged?"
SMITH,Excuse me.
SMITH,"Smith pushes past him, with Andrews and Hutchinson in tow."
SMITH,Strokers and firemen are struggling to draw the fires. They are working in
SMITH,"waist deep water churning around as it flows into the boiler room, ice cold"
SMITH,and swirling with grease from the machinery. Chief Engineer Bell comes
SMITH,partway down the ladder and shouts.
BELL,"That's it, lads. Get the hell up!"
BELL,They scramble up the escape ladders.
BELL,"The gentlemen, now joined by another man, leans on the forward rail"
BELL,watching the steerage men playing soccer with chunks of ice.
GENTLEMAN,I guess it's nothing too serious. I'm going back to my cabin to read.
GENTLEMAN,A 20ish YALE MAN pops through the door wearing a topcoat over pajamas.
YALEY,"Say, did I miss the fun?"
YALEY,"Rose and Jack come up the steps from the well deck, which are right next to"
YALEY,the three men. They stare as the couple climbs over the locked gate.
YALEY,"A moment later Captain Smith rounds the corner, followed by Andrews and"
YALEY,Carpenter Hutchinson. They have come down from the bridge by the outside
YALEY,"stairs. The three men, their faces grim, crush right past Jack and Rose."
YALEY,Andrews barely glances at her.
SMITH,Can you shore up?
HUTCHINSON,Not unless the pumps get ahead.
HUTCHINSON,The inspection party goes down the stairs to the well deck.
JACK,It's bad.
ROSE,We have to tell Mother and Cal.
JACK,Now it's worse.
ROSE,"Come with me, Jack. I jump, you jump... Right?"
JACK,Right.
JACK,Jack follows Rose through the door inside the ship.
JACK,"Jack and Rose cross the foyer, entering the corridor. Lovejoy is waiting"
JACK,for them in the hall as they approach the room.
LOVEJOY,We've been looking for you miss.
LOVEJOY,"Lovejoy follows and, unseen, moves close behind Jack and smoothly slips the"
LOVEJOY,diamond necklace into the pocket of his overcoat.
LOVEJOY,"Cal and Ruth wait in the sitting room, along with the Master at Arms and"
LOVEJOY,two stewards (Steward #1 and Barnes). Silence as Rose and Jack enter. Ruth
LOVEJOY,closes her robe at her throat when she sees Jack.
ROSE,Something serious has happened.
CAL,That's right. Two things dear to me have disappeared this evening. Now that
CAL,one is back...
CAL,... I have a pretty good idea where to fine the other.
CAL,Search him.
CAL,The Master at Arms steps up to Jack.
MASTER AT ARMS,"Coat off, mate."
MASTER AT ARMS,"Lovejoy pulls at Jack's coat and Jack shakes his head in dismay, shrugging"
MASTER AT ARMS,out of it. The Master at Arms pats him down.
JACK,This is horseshit.
ROSE,"Cal, you can't be serious! We're in the middle of an emergency and you--"
ROSE,Steward Barnes pulls the Heart of the Ocean out of the pocket of Jack's
STEWARD BARNES,Is this it?
STEWARD BARNES,"Rose is stunned. Needless to say, so is Jack."
CAL,That's it.
MASTER AT ARMS,Right then. Now don't make a fuss.
MASTER AT ARMS,He starts to handcuff Jack.
JACK,"Don't you believe it, Rose. Don't!"
ROSE,He couldn't have.
CAL,Of course he could. Easy enough for a professional. He memorized the
CAL,combination when you opend the safe.
CAL,"FLASHBACK: Rose at the safe, looking in the mirror and meeting Jack's eyes"
CAL,"as he stands behind her, watching."
ROSE,But I was with him the whole time.
CAL,Maybe he did it while you were putting your clothes back on.
JACK,They put it in my pocket!
LOVEJOY,"It's not even your pocket, son."
LOVEJOY,"""Property of A. L. Ryerson""."
LOVEJOY,Lovejoy shows the coat to the Master at Arms. There is a label inside the
LOVEJOY,collar with the owner's name.
MASTER AT ARMS,That was reported stolen today.
JACK,I was going to return it! Rose--
JACK,"Rose feels utterly betrayed, hurt and confused. She shrinks away from him."
JACK,He starts shouting to her as Lovejoy and the Master at Arms drag him out
JACK,into the hall. She can't look him in the eye.
JACK,"Rose, don't listen to them... I didn't do this! You know I didn't! You know"
JACK,She is devastated. Her mother lays a comforting hand on her shoulder as te
JACK,tears well up.
RUTH,Why do women believe men?
RUTH,Smith and Andrews come down the steps to the Mail Sorting Room and finds
RUTH,the clerks scrambling to pull mail from the racks. They are furiously
RUTH,hauling wet sacks of mail up from the hold below.
RUTH,"Andrews climbs partway down the stairs to the hold, which is almost full."
RUTH,"Sacks of mail float everywhere. The lights are still on below the surface,"
RUTH,"casting an eerie glow. The Renault is visible under the water, the brass"
RUTH,"glinting cheerfully. Andrews looks down as the water covers his shoe, and"
RUTH,scrambles back up the stairs.
RUTH,Andrews unrolls a big drawing of the ship across the chartroom table. It is
RUTH,"a side elevation, showing all the watertight bulkheads. His hands are"
RUTH,shaking. Murdoch and Ismay hover behind Andrews and the Captain.
ISMAY,"When can we get underway, do you think?"
ISMAY,Smith glares at him and turns his attention to Andrews' drawing. The
ISMAY,builder points to it for emphasis as he talks.
ANDREWS,Water 14 feet above the keel in ten minutes... in the forepeak... in all
ANDREWS,three holds... and in boiler room six.
SMITH,That's right.
ANDREWS,Five compartments. She can stay afloat with the first four compartments
ANDREWS,breached. But not five. Not five. As she goes down by the head the water
ANDREWS,will spill over the tops of the bulkheads... at E Deck... from one to the
SMITH,The pumps--
ANDREWS,"The pumps buy you time... but minutes only. From this moment, no matter"
ANDREWS,"what we do, Titanic will founder."
ISMAY,But this ship can't sink!
ANDREWS,"She is made of iron, sir. I assure you, she can. And she will. It is a"
ANDREWS,mathematical certainty.
ANDREWS,Smith looks like he has been gutpunched.
SMITH,How much time?
ANDREWS,"An hour, two at most."
ANDREWS,Ismay reels as his dream turns into his worst nightmare.
SMITH,"And how many aboard, Mr. Murdoch?"
MURDOCH,"Two thousand two hundred souls aboard, sir."
MURDOCH,A long beat. Smith turns to his employer.
SMITH,"I believe you may get your headlines, Mr. Ismay."
SMITH,"Andrews is striding along the boat deck, as seamen and officers scurry to"
SMITH,"uncover the boats. Steam is venting from pipes on the funnes overhead, and"
SMITH,the din is horrendous. Speech is difficult adding to the crew's level of
SMITH,disorganization. Andrews sees some men fumbling with the mechanism of one
SMITH,of the Wellin davits and yells to them over the roar of steam.
ANDREWS,Turn to the right! Pull the falls taut before you unchock. Have you never
ANDREWS,had a boat drill?
SEAMAN,"No sir! Not with these new davits, sir."
SEAMAN,"He looks around, disguisted as the crew fumble with the davits, and the"
SEAMAN,"tackle for the ""falls""... the ropes which are used to lower the boats. A"
SEAMAN,"few passengers are coming out on deck, hesitantly in the noise and bitter"
SEAMAN,From inside the sitting room they can hear knocking and voices in the
SEAMAN,corridor.
RUTH,I had better go dress.
RUTH,"Ruth exits and Hockley crosses to Rose. He regards her coldly for a moment,"
RUTH,then SLAPS her across the face.
CAL,"It is a little slut, isn't it?"
CAL,To Rose the blow is inconsequential compared to the blow her heart has been
CAL,given. Cal grabs her shoulders roughly.
CAL,"Look at me, you little--"
CAL,There is a loud knock on the door and an urgent voice. The door opens and
CAL,their steward puts his head in.
STEWARD BARNES,"Sir, I've been told to ask you to please put on your lifebelt, and come up"
STEWARD BARNES,to the boat deck.
CAL,Get out. We're busy.
CAL,"The steward persists, coming in to get the lifebelts down from the top of a"
CAL,dresser.
STEWARD,"I'm sorry about the inconvenience, Mr. Hockley, but it's Captain's orders."
STEWARD,"Please dress warmly, it's quite cold tonight."
STEWARD,"Not to worry, miss, I'm sure it's just a precaution."
CAL,This is ridiculous.
CAL,In the corridor outside the stewards are being so polite and obsequious
CAL,"they are conveying no sense of danger whatsoever. However, it's another"
CAL,story in...
CAL,a steward. The Cartmell family rouses from a sound sleep.
CAL,Everybody up. Let's go. Put your lifebelts on.
CAL,"IN THE CORRIDOR outside, another steward is going from door to door along"
CAL,"the hall, pouncing and yelling."
CAL,"Lifebelts on. Lifebelts on. Everybody up, come on. Lifebelts on..."
CAL,"People come out of the doors behind the steward, perplexed. In the"
CAL,foreground a SYRIAN WOMAN asks her husband what was said. He shrugs.
CAL,"ON PHILLIPS, looking shocked."
PHILLIPS,"CQD, sir?"
SMITH,That's right. The distress call. CQD. Tell whoever responds that we are
SMITH,going down by the head and need immediate assistance.
SMITH,Smith hurries out.
PHILLIPS,Blimey.
BRIDE,Maybe you ought to try that new distress call... S.O.S.
BRIDE,It may be our only chance to use it.
BRIDE,Phillips laughs in spite of himself and starts sending history's first
BRIDE,"S.O.S. Dit dit dit, da da da, dit dit dit... over and over."
BRIDE,Thomas Andrews looks around in amazement. The deck is empty except for the
BRIDE,crew fumbling with the davits. He yells over the roar of the steam to First
BRIDE,Officer Murdoch.
ANDREWS,Where are all the passengers?
MURDOCH,They've all gone back inside. Too damn cold and noisy for them.
MURDOCH,Andrews feels like he is in a bad dream. He looks at his pocketwatch and
MURDOCH,heads for the foyer entrance.
MURDOCH,A large number of First Class passengers have gathered near the staircase.
MURDOCH,They are getting indignant about the confusion. Molly Brown snags a passing
MOLLY,"What's doing, sonny? You've got us all trussed up and now we're cooling our"
MOLLY,heels.
MOLLY,"The young steward backs away, actually stumbling on the stairs."
YOUNG STEWARD,"Sorry, mum. Let me go and find out."
YOUNG STEWARD,"The jumpy piano rhythm of ""Alexander's Ragtime Band"" comes out of the first"
YOUNG STEWARD,class lounge a few yards away. Band leader WALLACE HARTLEY has assembled
YOUNG STEWARD,"some of his men on Captain's orders, to allay panic."
YOUNG STEWARD,Hockley's entourage comes up to the A-deck foyer. Cal is carrying the
YOUNG STEWARD,"lifebelts, almost as an afterthought. Rose is like a sleepwalker."
CAL,It's just the God damned English doing everything by the book.
RUTH,"There's no need for language, Mr. Hockley."
RUTH,"Go back and turn the heater on in my room, so it won't be too cold when we"
RUTH,get back.
RUTH,"Thomas Andrews enters, looking around the magnificent room, which he knows"
RUTH,"is doomed. Rose, standing nearby, sees his heartbroken expression. She"
RUTH,walks over to him and Cal goes after her.
ROSE,"I saw the iceberg, Mr. Andrews. And I see it in your eyes. Please tell me"
ROSE,the truth.
ANDREWS,The ship will sink.
ROSE,You're certain?
ANDREWS,Yes. In an hour or so... all this... will be at the bottom of the Atlantic.
CAL,My God.
CAL,Now it is Cal's turn to look stunned. The Titanic? Sinking?
ANDREWS,"Please tell only who you must, I don't want to be responsible for a panic."
ANDREWS,And get to a boat quickly. Don't wait. You remember what I told you about
ANDREWS,the boats?
ROSE,"Yes, I understand. Thankyou."
ROSE,"Andrews goes off, moving among the passengers and urging them to put on"
ROSE,their lifebelts and get to the boats.
ROSE,"Lovejoy and the Master at Arms are handcuffing Jack to a 4"" WATER PIPE as a"
ROSE,crewman rushes in anxiously and almost blurts to the Master at Arms--
CREWMAN,"You're wanted by the Purser, sir. Urgently."
LOVEJOY,Go on. I'll keep an eye on him.
LOVEJOY,Lovejoy pulls a pearl handled Colt .45 automatic from under his coat. The
LOVEJOY,"Master at Arms nods and tosses the handcuff key to Lovejoy, then exits with"
LOVEJOY,the crewman. Lovejoy flips the key in the air. Catches it.
LOVEJOY,Junior Wireless Operator Bride is relaying a message to Captain Smith from
LOVEJOY,the CUNARD LINER CARPATHIA.
BRIDE,"Carpathia says they're making 17 knots, full steam for them, sir."
SMITH,And she's the only one who's responding?
BRIDE,"The only one close, sir. She says they can be here in four hours."
SMITH,Four hours!
SMITH,The enormity of it hits Smith like a sledgehammer blow.
SMITH,"Thank you, Bride."
SMITH,My God.
SMITH,Lightoller has his boats swung out. He is standing amidst a crowd of
SMITH,uncertain passengers in all states of dress and undress. One first class
SMITH,woman is barefoot. Others are in stockings. The maitre of the restaurant is
SMITH,"in top hat and overcoat. Others are still in evening dress, while some are"
SMITH,"in bathrobes and kimonos. Women are wearing lifebelts over velvet gowns,"
SMITH,"then topping it with sble stoles. Some brought jewels, others books, even"
SMITH,small dogs.
SMITH,Lightoller sees Smith walking stiffly toward him and quickly goes to him.
SMITH,"He yells into the Captain's ear, through cupped hands, over the roar of the"
SMITH,steam...
LIGHTOLLER,"Hadn't we better get the women and children into the boats, sir?"
LIGHTOLLER,"Smith just nods, a bit abstractly. The fire has gone out of him. Lightoller"
LIGHTOLLER,sees the awesome truth in Smith's face.
LIGHTOLLER,Right! Start the loading. Women and children!
LIGHTOLLER,"The appalling din of escaping steam abruptly cuts off, leaving a sudden"
LIGHTOLLER,unearthly silence in which Lightoller's voice echoes.
LIGHTOLLER,ON WALLACE HARTLEY raising his violin to play.
HARTLEY,Number 26. Ready and--
HARTLEY,"The band has reassembled just outside the First Class Entrance, port side,"
HARTLEY,near where Lightoller is calling for the boats to be loaded. They strike up
HARTLEY,"a waltz, lively and elegant. The music wafts all over the ship."
LIGHTOLLER,"Ladies, please. Step into the boat."
LIGHTOLLER,"Finally one soman steps across the gap, into the boat, terrified of the"
LIGHTOLLER,drop to the water far below.
WOMAN IN CROWD,"You watch. They'll put us off in these silly little boats to freeze, and"
WOMAN IN CROWD,we'll all be back on board by breakfast.
WOMAN IN CROWD,"Cal, Rose and Ruth come out of the doors near the band."
RUTH,"My brooch, I left my brooch. I must have it!"
RUTH,"She turns back to go to her room but Cal takes her by the arm, refusing to"
RUTH,let her go. The firmness of his hold surprises her.
CAL,"Stay here, Ruth."
CAL,"Ruth sees his expression, and knows fear for the first time."
CAL,"It is chaos, with stewards pushing their way through narrow corridors"
CAL,"clogged with peopel carrying suitcases, duffel bags, children. Some have"
CAL,"lifebelts on, others don't."
CAL,"I told the stupid sods no luggage. Aw, bloody hell!"
CAL,"He throws up his hand at the sight of a family, loaded down with cases and"
CAL,"bags, completely blocking the corridor."
CAL,"Fabrizio and Tommy push past the stewards, going the other way. They rech a"
CAL,huge crowd gathered at the bottom of the MAIN 3RD CLASS STAIRWELL. Fabrizio
CAL,"spots Helga with the rest of the Dahl family, standing patiently with"
CAL,"suitcases in hand. He reaches her and she grins, hugging him."
CAL,Tommy pushes to where he can see what's holding up the group. There is a
CAL,"steel gate across the top of the stairs, with several stewards and seamen"
CAL,on the other side.
STEWARD,"Stay calm, please. It's not time to go up to the boats yet."
STEWARD,"Near Tommy, an IRISHWOMAN stands stoically with two small children and"
STEWARD,their battered luggage.
LITTLE BOY,"What are we doing, mummy?"
WOMAN,"We're just waiting, dear. When they fiish putting First Class people in the"
WOMAN,"boats, they'll be startin' with us, and we'll want to be all ready, won't"
WOMAN,"Boat 7 is less than half full, with 28 aboard a boat made for 65."
FIRST OFFICER MURDOCH,"Lower away! By the left and right together, stady lads!"
FIRST OFFICER MURDOCH,The boat lurches as the falls start to pay out through the pulley blocks.
FIRST OFFICER MURDOCH,"The women gasp. The boat descends, swaying and jerking, toward the water 60"
FIRST OFFICER MURDOCH,feet below. The passengers are terrified.
FIRST OFFICER MURDOCH,TRACKING along the rows of portholes angling down into the water. Under the
FIRST OFFICER MURDOCH,"surface, they glow green. PUSHING IN on one porthole which is have"
FIRST OFFICER MURDOCH,"submerged. Inside we see Jack, looking apprehensively at the water rising"
FIRST OFFICER MURDOCH,up the glass.
FIRST OFFICER MURDOCH,"INSIDE THE MASTER AT ARMS' OFFICE Jack sits chained to the waterpipe, next"
FIRST OFFICER MURDOCH,to the porthole. Lovejoy sits on the edge of a desk. He puts a .45 bullet
FIRST OFFICER MURDOCH,on the desk and watches it roll across and fall off. He picks up the
FIRST OFFICER MURDOCH,bullet.
LOVEJOY,You know... I believe this ship may sink.
LOVEJOY,I've been asked to give you this small token of our appreciation...
LOVEJOY,"He punches Jack hard in the stomach, knocking the wind out of him."
LOVEJOY,Compliments of Mr. Caledon Hockley.
LOVEJOY,"Lovejoy flips the handcuff key in the air, catches it and puts it in his"
LOVEJOY,"pocket. He exits. Jack is left gasping, handcuffed to the pipe."
LOVEJOY,"At the stairwell rail on the bridge wing, Fourth Officer Boxhall and"
LOVEJOY,Quartermaster Rowe light the first distress rocket. It shoots into the sky
LOVEJOY,"and EXPLODES with a thunderclap over the ship, sending out white starbursts"
LOVEJOY,which light up the entire deck as they fall.
LOVEJOY,WHIP PAN off the starbursts to Ismay. The Managing Director of White Star
LOVEJOY,"Line is cracking. Already at the breaking point from his immense guilt, the"
LOVEJOY,rocket panics him. He starts shouting at the officers struggling with the
LOVEJOY,falls of BOAT 5.
ISMAY,There is no time to waste!
ISMAY,Lower away! Lower away! Lower away!
ISMAY,"FIFTH OFFICER LOWE, a baby-faced 28, and the youngest officer, looks up"
ISMAY,from the tangled falls at the madman.
LOWE,"Get out of the way, you fool!"
ISMAY,Do you know who I am?
ISMAY,"Lowe, not having a clue nor caring, squares up to Ismay."
LOWE,You're a passenger. And I'm a ship's bloody officer. Now do what you're
LOWE (CONT'D),Steady men! Stand by the falls!
ISMAY,"Yes, quite right. Sorry."
ISMAY,SECOND OFFICER LIGHTOLLER is loading the boat nearest Cal and Rose... Boat
LIGHTOLLER,"Women and children only! Sorry sir, no men yet."
LIGHTOLLER,"Another rocket bursts overhead, lighting the crowd. Startled faces turn"
LIGHTOLLER,upward. Fear now in the eyes.
LIGHTOLLER,"DANIEL MARVIN has his Biograph camera set up, cranking away... hoping to"
LIGHTOLLER,get an exposure off the rocket's light. he has Mary posed in front of the
MARVIN,"You're afraid, darling. Scared to death. That's it!"
MARVIN,Either she suddenly learned to act or she is petrified.
MARVIN,ROSE watches the farewells taking pace right in front of her as they step
MARVIN,closer to the boat. Husbands saying goodbye to wives and children. Lovers
MARVIN,and friends parted. Nearby MOLLY is getting a reluctant woman to board the
MOLLY,"Come on, you heard the man. Get in the boat, sister."
RUTH,Will the lifeboats be seated according to class? I hope they're not too
RUTH,crowded--
ROSE,"Oh, Mother shut up!"
ROSE,Don't you understand? The water is freezing and there aren't enough
ROSE,boats... not enough by half. Half the people on this ship are going to die.
CAL,Not the better half.
CAL,PUSH IN ON ROSE'S FACE as it hits her like a thunderbolt. Jack is third
CAL,"class. He doesn't stand a chance. Another rocket bursts overhead, bathing"
CAL,her face in white light.
ROSE,You unimaginable bastard.
MOLLY,"Come on, Ruth, get in the boat. These are the first class seats right up"
MOLLY,here. That's it.
MOLLY,"Molly practically hands her over to Lightoller, then looks around for some"
MOLLY,other women who might need a push.
MOLLY,"Come on, Rose. You're next, darlin'."
MOLLY,"Rose steps back, shaking her head."
RUTH,"Rose, get in the boat!"
ROSE,"Goodbye, mother."
ROSE,"Ruth, standing in the tippy lifeboat, can do nothing. Cal grabs Rose's arm"
ROSE,but she pulls free and walks away through the crowd. Cal catches up to Rose
ROSE,"and grabs her again, roughly."
CAL,Where are you going? To him? Is that it? To be a whore to that gutter rat?
ROSE,I'd rather be his whore than your wife.
ROSE,"He clenches his jaw and squeezes her arm viciously, pulling her back toward"
